year,month,marketplace_name,product_name,total_orders,total_items_sold,total_revenue
2024,5,shopee,Gendes Sweet Aromatic Feminine Care Wash Foam With Vanilla | 5 Miracle Bioactives | Mencerahkan & Meyeimbangkan PH Kewanitaan,14,14,1080577.00
2024,12,tiktok,Gendes Sweet Aromatic Care Wash Foam Bubble Gum 5 Miracle Bioactives 50 ml,11,11,1070294.00
2024,11,shopee,Gendes Sweet Aromatic Feminine Care Wash Foam Mango 5 Miracle Bioactives Meyeimbangkan PH 50 ml,14,14,1037980.00
2024,9,tiktok,"Gendes Sweet Aromatic 5 all varian spray Vanilla, Bubble gum, Hazelnut, Mango dan Grape",4,4,1034929.00
2024,7,tiktok,Promo Bundling 3 Pcs Gendes Sweet Aromatic Feminine Care All Varian || 7 Miracle Bioactives,6,6,1034139.00
2024,12,shopee,Gendes Paket Promo Bundling Sweet Aromatic Feminine Care 4 Pcs Wash Foam dan 5 Pcs Spray,2,2,1030800.00
2024,10,tiktok,Promo Bundling Gendes | 3 Varian Spray & Wash Foam Vanilla,5,5,1026287.00
2024,12,tiktok,Promo Bundling Gendes Sweet Aromatic Foam Mango dan Spray,9,9,1011873.00
2024,5,shopee,PROMO BUNDLING GENDES HANYA 169 RB SAJA || Spray All Variant,6,6,1011068.00
2024,10,shopee,Gendes Sweet Aromatic Feminine Care with Mango 7 Miracle Bioactives Merawat Kewanitaan 23 ml,19,19,992961.00
2024,12,tiktok,Promo Bundling Gendes Sweet Aromatic Foam Grape dan Spray,9,9,980353.00
2024,11,tiktok,Gendes Promo Bundling Sweet Aromatic 2 Spray Beautyvaganza,9,9,955754.00
2024,11,tiktok,"Gendes Sweet Aromatic 5 all varian spray Vanilla, Bubble gum, Hazelnut, Mango dan Grape Free Mazo Vulcano clay Stik",4,4,952048.00
2024,9,shopee,Gendes Sweet Aromatic Feminine Care with Hazelnut 7 Miracle Bioactives Merawat Kewanitaan 23 ml,20,20,948402.00
2024,8,shopee,Gendes Paket Promo Bundling Sweet Aromatic Feminine Care Spray 3 Pcs,9,9,937744.00
2024,9,tiktok,Gendes Sweet Aromatic Spray with Grape 7 Miracle Bioactives,14,14,936747.00
2024,10,shopee,Gendes Sweet Aromatic Feminine Care with Grape 7 Miracle Bioactives  23 ml,15,15,913147.00
2024,8,tiktok,"Gendes Sweet Aromatic 5 all varian spray Vanilla, Bubble gum, Hazelnut, Mango dan Grape",3,3,910644.00
2024,12,shopee,Gendes Sweet Aromatic Feminine Care Wash Foam Mango 5 Miracle Bioactives Meyeimbangkan PH 50 ml,14,14,891120.00
2024,9,shopee,"Bundling  Gendes Aromatic Feminine Care 2 Wash Foam Vanilla, Bubble Gum, Grape dan Mango",8,8,887510.00
2024,10,shopee,Gendes Paket Promo Bundling Feminine Wash Foam 2 pcs dan Sweet Aromatic Feminine Care Spray 2 pcs,1,2,886400.00
2024,6,tiktok,Gendes Sweet Aromatic Feminine Care with Bubble Gum || 7 Miracle Bioactives,9,9,879712.00
2024,8,tiktok,Gendes Sweet Aromatic Care Wash Foam Bubble Gum 5 Miracle Bioactives 50 ml,6,6,876611.00
2024,10,tiktok,"Gendes Promo Bundling Aromatic Feminine Care Wash Foam Vanilla, Bubble Gum, Grape dan Mango",7,7,869446.00
2024,12,shopee,Gendes Sweet Aromatic Feminine Care Wash Foam Grape 5 Miracle Bioactives Meyeimbangkan PH 50 ml,13,13,866158.00
2024,9,shopee,Gendes Paket Promo Bundling Sweet Aromatic Feminine Care Spray 3 Pcs,5,5,854330.00
2024,12,tiktok,Gendes Promo Bundling Sweet Aromatic 2 Spray Beautyvaganza,7,7,849277.00
2024,11,tiktok,Gendes Sweet Aromatic Spray with Grape 7 Miracle Bioactives,14,14,849159.00
2024,11,shopee,Gendes Sweet Aromatic Feminine Care with Grape 7 Miracle Bioactives  23 ml,15,15,845362.00
2024,7,tiktok,Gendes Sweet Aromatic Feminine Care with Vanilla || 7 Miracle Bioactives,10,10,841934.00
2024,12,shopee,Gendes Sweet Aromatic Feminine Care Wash Foam Bubble Gum 5 Miracle Bioactives Meyeimbangkan PH 50 ml,10,12,832299.00
2024,5,shopee,Gendes Sweet Aromatic Feminine Care with Hazelnut 7 Miracle Bioactives Merawat Kewanitaan 23 ml,18,18,822807.00
2024,11,tiktok,Promo Bundling Gendes | 3 Varian Spray & Wash Foam Vanilla Free Mazo Vulcano Clay Stick,3,3,798455.00
2024,9,tiktok,Promo Bundling Gendes 2 Sweet Aromatic spray Beautyvaganza,8,8,788465.00
2024,7,tiktok,Promo Live Bundling Gendes | 3 Varian Spray & Wash Foam Vanilla,6,8,778700.00
2024,10,tiktok,Gendes Sweet Aromatic Spray with Grape 7 Miracle Bioactives,8,8,773373.00
2024,11,shopee,Gendes Sweet Aromatic Feminine Care with Mango 7 Miracle Bioactives Merawat Kewanitaan 23 ml,13,14,769518.00
2024,11,shopee,"Bundling  Gendes Aromatic Feminine Care 2 Wash Foam Vanilla, Bubble Gum, Grape dan Mango",9,10,761931.00
2024,6,tiktok,Promo Bundling Gendes | 3 Varian Spray & Wash Foam Vanilla,3,3,747000.00
2024,10,shopee,"Bundling  Gendes Aromatic Feminine Care 2 Wash Foam Vanilla, Bubble Gum, Grape dan Mango",8,8,745913.00
2024,4,shopee,PROMO BUNDLING GENDES HANYA 239 RB SAJA || Spray & Wash Foam,3,3,737190.00
2024,6,tiktok,Gendes Sweet Aromatic Feminine Care with Hazelnut || 7 Miracle Bioactives,6,7,734600.00
2024,4,shopee,Gendes Sweet Aromatic Feminine Care with Hazelnut | 7 Miracle Bioactives | Mencerahkan & Menghaluskan Kulit Kewanitaan,13,13,730142.00
2024,5,tiktok,Promo Bundling Gendes | 3 Varian Spray & Wash Foam Vanilla,3,3,728100.00
2024,12,tiktok,Promo Bundling Gendes Sweet Aromatic spray  Foam vanilla dan aromatic spray,6,6,717295.00
2024,9,shopee,Gendes Sweet Aromatic Feminine Care Wash Foam Bubble Gum 5 Miracle Bioactives Meyeimbangkan PH 50 ml,9,9,717182.00
2024,4,shopee,Gendes Sweet Aromatic Feminine Care Wash Foam With Vanilla | 5 Miracle Bioactives | Mencerahkan & Meyeimbangkan PH Kewanitaan,7,7,712900.00
2024,12,tiktok,"Promo Bundling Gendes 3 Sweet Aromatic spray Hazelnut, Vanilla, dan Bubble Gum 23ml",5,5,711311.00
2024,4,shopee,Gendes Sweet Aromatic Feminine Care Spray with Vanilla | 7 Miracle Bioactives | Mencerahkan & Menghaluskan Kulit Kewanitaan,13,13,710551.00
2024,5,shopee,Gendes Sweet Aromatic Feminine Care with Bubble Gum 7 Miracle Bioactives Merawat Kewanitaan 23 ml,14,14,707875.00
2024,11,tiktok,Bundling  Gendes Aromatic Feminine Care Wash Foam Vanilla & Wash Foam Bubble Gum,6,6,706612.00
2024,9,shopee,Gendes Paket Promo Bundling Feminine Wash Foam Mango dan Sweet Aromatic Feminine Care Spray,8,8,704837.00
2024,10,shopee,Gendes Sweet Aromatic Feminine Care with Hazelnut 7 Miracle Bioactives Merawat Kewanitaan 23 ml,13,13,699294.00
2024,11,tiktok,"Bundling  Gendes Aromatic Feminine Care Wash Foam Vanilla, Bubble Gum, Grape, dan Mango",4,4,692028.00
2024,9,tiktok,Gendes Paket Promo Bundling Feminine Wash Foam 2 pcs dan Sweet Aromatic Feminine Care Spray 2 pcs,3,3,691822.00
2024,6,tiktok,Gendes Sweet Aromatic Feminine Care with Bubble Gum 7 Miracle Bioactives,8,8,685508.00
2024,6,shopee,Gendes Paket Promo Bundling Sweet Aromatic Feminine Care Spray 3 Pcs,5,5,678912.00
2024,8,shopee,Gendes Sweet Aromatic Feminine Care with Mango 7 Miracle Bioactives Merawat Kewanitaan 23 ml,9,9,675989.00
2024,8,tiktok,"Promo Bundling Gendes 3 Sweet Aromatic spray Hazelnut, Vanilla, dan Bubble Gum 23ml",4,4,672600.00
2024,10,tiktok,Promo Bundling Gendes Sweet Aromatic spray  Foam dan Spray Beautyvaganza,6,6,658929.00
2024,11,tiktok,Gendes Paket Promo Bundling Feminine Wash Foam Vanilla dan Sweet Aromatic Feminine Care Spray,6,6,652880.00
2024,11,shopee,Gendes Paket Promo Bundling Sweet Aromatic Feminine Care 1 Pcs Wash Foam dan 3 Pcs Spray,4,4,630618.00
2024,11,shopee,Gendes Sweet Aromatic Feminine Care Wash Foam Grape 5 Miracle Bioactives Meyeimbangkan PH 50 ml,9,9,612933.00
2024,12,tiktok,GENDES Sweet Aromatic Spray dengan Hazelnut 7 Miracle Bioactives 23ml,7,9,597632.00
2024,11,tiktok,Gendes Sweet Aromatic 3 all varian spray Vanilla Bubble gum dan hazelnut,4,4,597581.00
2024,5,shopee,Gendes Sweet Aromatic Feminine Care Wash Foam Vanilla 5 Miracle Bioactives Meyeimbangkan PH 50 ml,8,8,575434.00
2024,8,tiktok,Promo Bundling Gendes Sweet Aromatic Foam Bubble Gum dan Spray,5,5,572034.00
2024,9,tiktok,Promo Live Bundling Gendes | 3 Varian Spray & Wash Foam Vanilla,6,6,567561.00
2024,9,tiktok,Promo Bundling Gendes Sweet Aromatic Foam Mango dan Spray,5,5,556390.00
2024,9,tiktok,Gendes Sweet Aromatic Care Wash Foam Bubble Gum 5 Miracle Bioactives 50 ml,8,8,553512.00
2024,7,tiktok,GENDES Sweet Aromatic Spray with Vanilla 23ml untuk Kulit Lebih Halus dan Cerah,9,9,541198.00
2024,10,tiktok,GENDES Sweet Aromatic Spray dengan Hazelnut 7 Miracle Bioactives 23ml,6,6,536081.00
2024,8,shopee,Gendes Paket Promo Bundling Sweet Aromatic Feminine Care Spray 5 pcs,1,1,524180.00
2024,9,tiktok,"Bundling  Gendes Aromatic Feminine Care Wash Foam Vanilla, Bubble Gum, Grape, dan Mango",4,4,522875.00
2024,7,tiktok,Gendes Sweet Aromatic Feminine Care Wash Foam With Vanilla || 5 Miracle Bioactives,5,5,520738.00
2024,9,shopee,Gendes Paket Promo Bundling Sweet Aromatic Feminine Care Spray 5 pcs,4,4,519266.00
2024,8,tiktok,Bundling  Gendes Aromatic Feminine Care Wash Foam Vanilla & Wash Foam Bubble Gum,2,2,516645.00
2024,11,tiktok,"Promo Bundling Gendes 3 Sweet Aromatic spray Hazelnut, Vanilla, dan Bubble Gum 23ml",3,3,511562.00
2024,12,tiktok,Gendes Sweet Aromatic Care With Bubble Gum 23ml,9,9,506408.00
2024,10,shopee,Gendes Sweet Aromatic Feminine Care Wash Foam Bubble Gum 5 Miracle Bioactives Meyeimbangkan PH 50 ml,8,8,501798.00
2024,12,shopee,Gendes Paket Promo Bundling Sweet Aromatic Feminine Care Spray 3 Pcs Free Mazo Vulcano Clay,5,5,499413.00
2024,10,tiktok,"Gendes Sweet Aromatic 5 all varian spray Vanilla, Bubble gum, Hazelnut, Mango dan Grape",2,2,499278.00
2024,10,tiktok,Gendes Sweet Aromatic Care Wash Foam Mango 5 Miracle Bioactives 50 ml,5,5,497960.00
2024,11,tiktok,"Promo Bundling Gendes 3 Sweet Aromatic spray Hazelnut, Vanilla, Bubble Gum, Mango & Grape Free Mazo Vulcano",3,3,497172.00
2024,10,shopee,Gendes Paket Promo Bundling Sweet Aromatic Feminine Care Spray 3 Pcs,4,4,493177.00
2024,9,tiktok,"Promo Bundling Gendes 5 Sweet Aromatic spray Hazelnut, Vanilla, Mango, Grape dan Bubble Gum 23ml",2,2,490668.00
2024,5,shopee,Gendes Sweet Aromatic Feminine Care Spray with Hazelnut | 7 Miracle Bioactives | Mencerahkan & Menghaluskan Kulit Kewanitaan,7,7,488895.00
2024,5,tiktok,Gendes Sweet Aromatic Feminine Care with Vanilla || 7 Miracle Bioactives,7,7,487650.00
2024,9,tiktok,Bundling  Gendes Aromatic Feminine Care Wash Foam Vanilla & Wash Foam Bubble Gum,3,3,477276.00
2024,11,tiktok,GENDES Sweet Aromatic Spray dengan Hazelnut 7 Miracle Bioactives 23ml,5,5,462261.00
2024,9,tiktok,"Promo Bundling Gendes 3 Sweet Aromatic spray Hazelnut, Vanilla, dan Bubble Gum 23ml",3,3,456968.00
2024,12,shopee,Gendes Paket Promo Bundling Sweet Aromatic Feminine Care 4 Pcs Wash Foam dan 4 Pcs Spray,1,1,456066.00
2024,11,shopee,Gendes Sweet Aromatic Feminine Care with Hazelnut 7 Miracle Bioactives Merawat Kewanitaan 23 ml,5,6,455643.00
2024,5,tiktok,Gendes Sweet Aromatic Feminine Care with Bubble Gum || 7 Miracle Bioactives,6,7,452257.00
2024,11,tiktok,Promo Bundling Gendes | 3 Varian Spray & Wash Foam Vanilla,2,2,446816.00
2024,9,tiktok,"Bundling Gendes Aromatic Feminine Care Wash Foam Vanilla, Bubble Gum, Grape dan Mango",3,3,440485.00
2024,11,tiktok,Gendes Paket Promo Bundling Feminine Wash Foam 2 pcs dan Sweet Aromatic Feminine Care Spray 2 pcs,2,2,437600.00
2024,5,tiktok,Gendes Sweet Aromatic Feminine Care Wash Foam With Vanilla || 5 Miracle Bioactives,5,5,430995.00
2024,8,tiktok,Promo Live Hut Kemerdekaan RI Bundling Gendes 2 Sweet Aromatic spray,4,5,427136.00
2024,10,tiktok,Gendes Promo Bundling Sweet Aromatic 2 Spray Beautyvaganza,4,4,418800.00
2024,9,shopee,Bundling  Gendes Aromatic Feminine Care Wash Foam Vanilla & Wash Foam Bubble Gum,1,3,406001.00
2024,9,shopee,Gendes Sweet Aromatic Feminine Care with Mango 7 Miracle Bioactives Merawat Kewanitaan 23 ml,6,6,402556.00
2024,6,tiktok,Gendes Sweet Aromatic Feminine Care with Bubble Gum 7 Miracle Bioactives Merawat Kewanitaan 23 ml,4,5,395509.00
2024,11,shopee,Gendes Paket Promo Bundling Sweet Aromatic Feminine Care Spray 3 Pcs Free Mazo Vulcano Clay,2,2,393196.00
2024,11,tiktok,Gendes Sweet Aromatic Feminine Care Wash Foam Mango 5 Miracle Bioactives Meyeimbangkan PH 50 ml,5,5,392565.00
2024,10,shopee,Gendes Sweet Aromatic Feminine Care Wash Foam Grape 5 Miracle Bioactives Meyeimbangkan PH 50 ml,5,5,387583.00
2024,12,tiktok,Gendes Sweet Aromatic Care Wash Foam Grape 5 Miracle Bioactives 50 ml,3,3,371288.00
2024,10,tiktok,"Bundling Gendes Aromatic Feminine Care Wash Foam Vanilla, Bubble Gum, Grape dan Mango",3,3,369845.00
2024,12,tiktok,Gendes Sweet Aromatic Spray with Grape 7 Miracle Bioactives,6,6,363085.00
2024,7,tiktok,Gendes Sweet Aromatic Feminine Care with Hazelnut 7 Miracle Bioactives,5,5,362571.00
2024,12,tiktok,GENDES Sweet Aromatic Spray dengan vanilla 7 Miracle Bioactives 23ml,6,6,342933.00
2024,9,tiktok,GENDES Sweet Aromatic Spray dengan Hazelnut 7 Miracle Bioactives 23ml,6,6,337685.00
2024,5,shopee,Gendes Paket Promo Bundling Sweet Aromatic Feminine Care Spray 3 Pcs,2,2,337036.00
2024,12,tiktok,Promo Bundling Gendes Sweet Aromatic Foam Bubble Gum dan Spray,3,3,330836.00
2024,4,tiktok,Promo Bundling 3 Pcs Gendes Sweet Aromatic Feminine Care All Varian || 7 Miracle Bioactives,2,2,327860.00
2024,11,shopee,Gendes Paket Promo Bundling Sweet Aromatic Feminine Care Spray 3 Pcs,2,2,314618.00
2024,4,tiktok,Gendes Sweet Aromatic Feminine Care with Hazelnut || 7 Miracle Bioactives,5,5,310745.00
2024,7,tiktok,Gendes Sweet Aromatic Feminine Care with Bubble Gum 7 Miracle Bioactives,4,4,305703.00
2024,3,shopee,Gendes Sweet Aromatic Feminine Care with Vanilla | 7 Miracle Bioactives | Mencerahkan & Menghaluskan Kulit Kewanitaan,5,5,303880.00
2024,3,tiktok,Gendes Sweet Aromatic Feminine Care with Vanilla || 7 Miracle Bioactives,4,4,288000.00
2024,10,tiktok,Promo Live Bundling Gendes | 3 Varian Spray & Wash Foam Mango,3,3,280600.00
2024,9,tiktok,Gendes Sweet Aromatic Feminine Care Wash Foam Bubble Gum 5 Miracle Bioactives Meyeimbangkan PH 50 ml,4,4,278616.00
2024,12,tiktok,"Bundling  Gendes Aromatic Feminine Care Wash Foam Vanilla, Bubble Gum, Grape, dan Mango",2,2,274962.00
2024,12,shopee,"Gendes bundling Sweet Aromatic Wash Foam With vanilla, Bubble Gum, Mango dan Grape",1,1,269192.00
2024,12,tiktok,"Gendes bundling Sweet Aromatic Wash Foam With vanilla, Bubble Gum, Mango dan Grape",1,1,260580.00
2024,12,shopee,"Bundling  Gendes Aromatic Feminine Care 2 Wash Foam Vanilla, Bubble Gum, Grape, Mango dan Cocopandan",3,3,254614.00
2024,12,tiktok,Gendes Promo Bundling 3 Varian Spray & Wash Foam Vanilla Free Mazo Vulcano clay Stick,1,1,246945.00
2024,12,tiktok,Bundling  Gendes Aromatic Feminine Care Wash Foam Vanilla & Wash Foam Bubble Gum,2,2,246283.00
2024,10,tiktok,Gendes Paket Promo Bundling Wash Foam 2 pcs dan Sweet Aromatic  Care Spray 2 pcs,1,1,242000.00
2024,10,tiktok,Promo Live Bundling Gendes | 3 Varian Spray & Wash Foam Vanilla,2,2,238800.00
2024,12,tiktok,"Promo Bundling Gendes 5 Sweet Aromatic spray Hazelnut, Vanilla, Mango, Grape dan Bubble Gum 23ml",1,1,237890.00
2024,12,shopee,Gendes Paket Promo Bundling Sweet Aromatic Feminine Care 1 Pcs Wash Foam dan 3 Pcs Spray,1,1,236361.00
2024,4,shopee,Gendes Sweet Aromatic Feminine Care Spray with Hazelnut | 7 Miracle Bioactives | Mencerahkan & Menghaluskan Kulit Kewanitaan,4,4,235053.00
2024,12,tiktok,Gendes Sweet Aromatic Spray with Coco Pandan 7 Miracle Bioactives,3,3,234986.00
2024,5,shopee,Gendes Sweet Aromatic Feminine Care with Vanilla 7 Miracle Bioactives Merawat Kewanitaan 23 ml,2,2,232412.00
2024,8,shopee,Gendes Sweet Aromatic Feminine Care with Grape 7 Miracle Bioactives  23 ml,4,4,227285.00
2024,12,tiktok,Gendes Promo Bundling Sweet Aromatic spray  Foam dan Spray Beautyvaganza,2,2,225028.00
2024,8,tiktok,Promo Bundling Gendes Sweet Aromatic spray  Foam dan Spray Beautyvaganza,2,2,222400.00
2024,10,shopee,Gendes Paket Promo Bundling Sweet Aromatic Feminine Care 1 Pcs Wash Foam dan 3 Pcs Spray,2,2,222238.00
2024,9,shopee,Gendes Sweet Aromatic Feminine Care with Grape 7 Miracle Bioactives  23 ml,5,5,216502.00
2024,8,shopee,Bundling  Gendes Aromatic Feminine Care Wash Foam Vanilla & Wash Foam Bubble Gum,2,2,215548.00
2024,10,tiktok,Gendes Paket Promo Bundling Feminine Wash Foam 2 pcs dan Sweet Aromatic Feminine Care Spray 2 pcs,1,1,211701.00
2024,10,tiktok,Promo Bundling Gendes 2 Sweet Aromatic spray Beautyvaganza,2,2,210386.00
2024,9,tiktok,Gendes Sweet Aromatic Care Wash Foam Mango 5 Miracle Bioactives 50 ml,3,3,208330.00
2024,10,tiktok,Gendes Sweet Aromatic Care Wash Foam Grape 5 Miracle Bioactives 50 ml,3,3,198312.00
2024,10,tiktok,Gendes Sweet Aromatic Care Wash Foam Bubble Gum 5 Miracle Bioactives 50 ml,3,3,186244.00
2024,9,shopee,Gendes Sweet Aromatic Feminine Care Wash Foam Mango 5 Miracle Bioactives Meyeimbangkan PH 50 ml,3,3,185594.00
2024,5,tiktok,Promo Bundling 3 Pcs Gendes Sweet Aromatic Feminine Care All Varian || 7 Miracle Bioactives,1,1,184000.00
2024,5,shopee,PROMO BUNDLING GENDES HANYA 239 RB SAJA || 3 Varian Spray & 1 Wash Foam,1,1,171288.00
2024,3,tiktok,Gendes Sweet Aromatic Feminine Care with Bubble Gum || 7 Miracle Bioactives,3,3,170000.00
2024,4,shopee,PROMO BUNDLING GENDES HANYA 169 RB SAJA || Spray All Variant,2,2,167310.00
2024,12,tiktok,"Promo Bundling Gendes 3 Sweet Aromatic spray Hazelnut, Vanilla, Bubble Gum, Mango & Grape Free Mazo Vulcano",1,1,153987.00
2024,9,tiktok,Gendes Sweet Aromatic Care Wash Foam Grape 5 Miracle Bioactives 50 ml,2,2,146619.00
2024,12,tiktok,Gendes Sweet Aromatic Wash Foam With Coco Pandan 5 Miracle Bioactives,2,2,135644.00
2024,9,shopee,Gendes Sweet Aromatic Feminine Care Wash Foam Grape 5 Miracle Bioactives Meyeimbangkan PH 50 ml,2,2,131327.00
2024,7,tiktok,Gendes sweet Aromatic spray With Vanilla 23ml,2,2,127000.00
2024,10,tiktok,"Bundling  Gendes Aromatic Feminine Care Wash Foam Vanilla, Bubble Gum, Grape, dan Mango",1,1,126230.00
2024,7,tiktok,GENDES Sweet Aromatic Spray dengan Hazelnut 7 Miracle Bioactives 23ml,1,1,121320.00
2024,6,shopee,Gendes 1 Sweet Aromatic Feminine Care with Vanilla 7 Miracle Bioactives intimate spray 23 ml,1,1,120000.00
2024,7,tiktok,GENDES Sweet Aromatic Spray dengan Hazelnut 7 Miracle Bioactives untuk Perawatan Kewanitaan,2,2,120000.00
2024,8,tiktok,Gendes Sweet Aromatic Feminine Care Wash Foam Bubble Gum 5 Miracle Bioactives Meyeimbangkan PH 50 ml,1,1,119460.00
2024,12,shopee,Gendes Paket Promo Bundling Feminine Wash Foam Coco Pandan dan Sweet Aromatic Feminine Care Spray,1,1,112480.00
2024,9,tiktok,Promo Bundling Gendes Sweet Aromatic Foam Grape dan Spray`,1,1,109560.00
2024,12,shopee,Gendes Sweet Aromatic Feminine Care with Mango 7 Miracle Bioactives Merawat Kewanitaan 23 ml,5,5,108053.00
2024,9,tiktok,Gendes Paket Promo Bundling Feminine Wash Foam Mango dan Sweet Aromatic Feminine Care Spray,1,1,105006.00
2024,4,tiktok,Gendes Sweet Aromatic Feminine Care with Vanilla || 7 Miracle Bioactives,2,2,104796.00
2024,8,tiktok,Promo Bundling Gendes 2 Sweet Aromatic spray Beautyvaganza,1,1,99432.00
2024,11,tiktok,Gendes Paket Promo Bundling Sweet Aromatic Feminine Care Spray 3 Pcs,1,1,82120.00
2024,4,tiktok,Gendes Sweet Aromatic Feminine Care Wash Foam With Vanilla || 5 Miracle Bioactives,1,1,77500.00
2024,3,tiktok,Gendes Sweet Aromatic Feminine Care with Hazelnut || 7 Miracle Bioactives,1,1,77500.00
2024,10,shopee,Gendes Sweet Aromatic Feminine Care Wash Foam Mango 5 Miracle Bioactives Meyeimbangkan PH 50 ml,3,3,71000.00
2024,10,tiktok,Gendes Sweet Aromatic Feminine Care Wash Foam Grape 5 Miracle Bioactives Meyeimbangkan PH 50 ml,1,1,70217.00
2024,11,tiktok,Gendes Sweet Aromatic Feminine Care Wash Foam Grape 5 Miracle Bioactives Meyeimbangkan PH 50 ml,1,1,67822.00
2024,12,tiktok,Gendes Sweet Aromatic Feminine Care Wash Foam Mango 5 Miracle Bioactives Meyeimbangkan PH 50 ml,1,1,64276.00
2024,12,tiktok,Gendes Sweet Aromatic Feminine Care Wash Foam Grape 5 Miracle Bioactives Meyeimbangkan PH 50 ml,1,1,63266.00
2024,3,shopee,Gendes Sweet Aromatic Feminine Care with Bubble Gum | 7 Miracle Bioactives | Mencerahkan & Menghaluskan Kulit Kewanitaan,2,2,62360.00
2024,5,shopee,Gendes 1 Sweet Aromatic Feminine Care with Vanilla 7 Miracle Bioactives intimate spray 23 ml,1,1,59292.00
2024,5,shopee,PROMO BUNDLING GENDES HANYA 239 RB SAJA || Spray & Wash Foam,1,1,0.00
